,Unnamed: 0,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
787,"('AS14.15', datetime.date(2014, 4, 10))",973.0,44.0,,11.747961806515413,21026.35400080681,268.0,59.0,8016.656999999999,13260.444999999989,5.019,0.0,0.0,87.763,720.6759999999999,455.91,156.851,0.0,65.311,0.0
788,"('AS14.15', datetime.date(2014, 4, 11))",1008.0,46.0,,11.819390377943984,21821.333000659943,269.0,59.0,8331.117,13301.89599999999,5.019,0.0,0.0,87.763,731.7529999999999,883.6859999999999,156.851,0.0,65.311,0.0
789,"('AS14.15', datetime.date(2014, 4, 12))",1045.0,51.0,,12.40197966365827,23986.026000261307,274.0,60.0,8913.572000000004,14469.465999999991,419.596,0.0,0.0,87.763,731.7529999999999,883.6859999999999,156.851,0.0,65.311,0.0
790,"('AS14.15', datetime.date(2014, 4, 13))",1073.0,59.0,,12.40197966365827,23986.026000261307,295.0,62.0,8913.572000000004,14469.465999999991,419.596,0.0,0.0,87.763,731.7529999999999,883.6859999999999,156.851,0.0,65.311,0.0
791,"('AS14.15', datetime.date(2014, 4, 14))",1108.0,64.0,,12.91123892291753,26882.22800040245,296.0,62.0,9474.627000000008,16456.64999999999,419.596,0.0,0.0,245.774,737.7689999999999,992.917,351.731,0.0,65.311,0.0
792,"('AS14.15', datetime.date(2014, 4, 15))",1143.0,63.0,,12.91123892291753,26882.22800040245,297.0,62.0,9474.627000000008,16456.64999999999,419.596,0.0,0.0,245.774,737.7689999999999,992.917,351.731,0.0,65.311,0.0
793,"('AS14.15', datetime.date(2014, 4, 16))",1178.0,64.0,,13.902442626621232,29693.629999876022,297.0,62.0,10863.282000000005,18217.89599999999,419.596,0.0,0.0,245.774,775.045,992.917,351.731,23.129,65.311,0.0
794,"('AS14.15', datetime.date(2014, 4, 17))",1210.0,64.0,,14.631609293287896,32033.283999681476,299.0,62.0,12010.480000000003,19663.62399999999,419.596,0.0,0.0,255.812,888.6949999999999,1056.2769999999998,351.731,23.129,65.311,0.0
795,"('AS14.15', datetime.date(2014, 4, 18))",1240.0,62.0,,15.413150511925888,33458.13299918175,299.0,62.0,12266.98,20027.608999999982,783.6999999999999,0.0,0.0,582.022,898.7439999999999,1056.2769999999998,455.364,23.129,65.311,0.0
796,"('AS14.15', datetime.date(2014, 4, 19))",1275.0,61.0,,15.475650511925888,33910.60499930382,299.0,62.0,12595.294000000002,20042.676999999985,783.6999999999999,0.0,0.0,582.022,1663.4140000000002,1056.2769999999998,455.364,23.129,65.311,0.0
797,"('AS14.15', datetime.date(2014, 4, 20))",1310.0,61.0,,15.475650511925888,33910.60499930382,299.0,62.0,12595.294000000002,20042.676999999985,783.6999999999999,0.0,0.0,582.022,1663.4140000000002,1056.2769999999998,455.364,23.129,65.311,0.0
798,"('AS14.15', datetime.date(2014, 4, 21))",1346.0,60.0,,15.600650511925888,36488.75899910927,299.0,62.0,12865.007,21826.813999999984,783.6999999999999,0.0,0.0,744.404,3237.3390000000013,1227.0009999999995,455.364,23.129,65.311,0.0
799,"('AS14.15', datetime.date(2014, 4, 22))",1381.0,60.0,,15.600650511925888,36488.75899910927,302.0,62.0,12865.007,21826.813999999984,783.6999999999999,0.0,0.0,744.404,3237.3390000000013,1227.0009999999995,455.364,23.129,65.311,0.0
800,"('AS14.15', datetime.date(2014, 4, 23))",1416.0,65.0,,16.16315051192589,36957.5979988575,304.0,62.0,13032.347999999998,22058.804999999986,783.6999999999999,0.0,0.0,772.647,3278.5670000000014,1227.0009999999995,455.364,23.129,65.311,0.0
801,"('AS14.15', datetime.date(2014, 4, 24))",1451.0,74.0,,16.28815051192589,38216.91599917412,304.0,74.0,13497.747,22545.382999999987,822.881,0.0,0.0,772.647,3534.4770000000017,1239.083,455.364,23.129,65.311,0.0
802,"('AS14.15', datetime.date(2014, 4, 25))",1486.0,79.0,,16.28815051192589,38288.93499922752,311.0,78.0,13612.84,22562.481999999985,822.881,0.0,0.0,772.647,3534.4770000000017,1239.083,455.364,23.129,65.311,0.0
803,"('AS14.15', datetime.date(2014, 4, 26))",1517.0,78.0,,16.315928289703667,38627.74199962616,314.0,78.0,13818.937000000002,22799.219999999987,822.881,0.0,0.0,772.647,3619.0310000000018,1239.083,455.364,23.129,65.311,0.0
804,"('AS14.15', datetime.date(2014, 4, 27))",1552.0,,,16.614539400814778,41129.885999917984,317.0,78.0,14127.432000000004,25834.51399999999,822.881,0.0,0.0,772.647,3628.1000000000017,1239.083,455.364,23.129,65.311,0.0
805,"('AS14.15', datetime.date(2014, 4, 28))",1587.0,,,16.894539400814775,43060.79399991036,317.0,78.0,14591.818000000005,29044.198999999982,822.881,96.649,0.0,772.647,3656.2630000000017,1239.083,455.364,23.129,65.311,0.0
806,"('AS14.15', datetime.date(2014, 4, 29))",1622.0,,,16.974539400814777,43115.94799995422,318.0,78.0,14606.738000000005,29587.817999999985,822.881,96.649,0.0,772.647,3656.2630000000017,1239.083,455.364,23.129,65.311,0.0
807,"('AS14.15', datetime.date(2014, 4, 30))",1652.0,,,17.110903037178414,43309.5490000248,319.0,78.0,14727.981000000009,29587.817999999985,822.881,96.649,0.0,772.647,3862.346000000002,1239.083,455.364,23.129,65.311,0.0
808,"('AS14.15', datetime.date(2014, 5, 1))",1685.0,,,17.110903037178414,43369.21600008011,319.0,78.0,14787.636000000008,29587.817999999985,822.881,96.649,0.0,772.647,3862.346000000002,1239.083,455.364,23.129,65.311,0.0
809,"('AS14.15', datetime.date(2014, 5, 2))",1720.0,,,17.110903037178414,43369.21600008011,322.0,78.0,14787.636000000008,29587.817999999985,822.881,96.649,0.0,772.647,3862.346000000002,1239.083,455.364,23.129,65.311,0.0
810,"('AS14.15', datetime.date(2014, 5, 3))",1754.0,,,17.253760180035556,43954.243000268936,325.0,79.0,15031.131000000008,29900.046999999984,822.881,96.649,0.0,772.647,3877.415000000001,1253.198,455.364,23.129,65.311,0.0
811,"('AS14.15', datetime.date(2014, 5, 4))",1789.0,,,17.253760180035556,43954.243000268936,326.0,79.0,15031.131000000008,29900.046999999984,822.881,96.649,0.0,772.647,3877.415000000001,1253.198,455.364,23.129,65.311,0.0
812,"('AS14.15', datetime.date(2014, 5, 5))",1817.0,,,17.253760180035556,44126.35500001907,338.0,79.0,15205.215000000006,29900.046999999984,822.881,96.649,0.0,772.647,3877.415000000001,1253.198,455.364,23.129,65.311,0.0
813,"('AS14.15', datetime.date(2014, 5, 7))",1852.0,,,18.284816080656675,45784.891000032425,339.0,81.0,15841.983000000007,31054.807999999983,1494.961,96.649,0.0,772.647,3877.415000000001,1308.564,478.467,23.129,65.311,0.0
814,"('AS14.15', datetime.date(2014, 5, 8))",1866.0,,,18.284816080656675,45784.891000032425,339.0,81.0,15841.983000000007,31054.807999999983,1494.961,96.649,0.0,772.647,3877.415000000001,1308.564,478.467,23.129,65.311,0.0
815,"('AS14.15', datetime.date(2014, 5, 6))",1817.0,,,18.284816080656675,45784.891000032425,339.0,81.0,15841.983000000007,31054.807999999983,1494.961,96.649,0.0,772.647,3877.415000000001,1308.564,478.467,23.129,65.311,0.0
816,"('AS14.15', datetime.date(2014, 2, 17))",0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,"('AS14.15', datetime.date(2014, 2, 18))",0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,"('AS14.15', datetime.date(2014, 2, 19))",0.0,0.0,0.0,0.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,"('AS14.15', datetime.date(2014, 2, 20))",0.0,0.0,0.0,0.0,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,"('AS14.15', datetime.date(2014, 2, 21))",0.0,0.0,0.0,0.0,0.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,"('AS14.15', datetime.date(2014, 2, 22))",0.0,0.0,0.0,0.0,0.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,"('AS14.15', datetime.date(2014, 2, 24))",0.0,0.0,0.0,0.0,0.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,"('AS14.15', datetime.date(2014, 2, 25))",0.0,0.0,0.0,0.0,0.0,51.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,"('AS14.15', datetime.date(2014, 2, 26))",0.0,0.0,0.0,0.0,0.0,64.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,"('AS14.15', datetime.date(2014, 2, 27))",0.0,0.0,0.0,0.0,0.0,71.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,"('AS14.15', datetime.date(2014, 3, 1))",0.0,0.0,0.0,0.0,0.0,75.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,"('AS14.15', datetime.date(2014, 3, 3))",0.0,0.0,0.0,0.0,0.0,78.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,"('AS14.15', datetime.date(2014, 3, 4))",0.0,0.0,0.0,0.0,0.0,82.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,"('AS14.15', datetime.date(2014, 3, 5))",0.0,0.0,0.0,0.0,0.0,83.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,"('AS14.15', datetime.date(2014, 3, 6))",0.0,0.0,0.0,0.0,0.0,92.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,"('AS14.15', datetime.date(2014, 3, 7))",0.0,0.0,0.0,0.0,0.0,95.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,"('AS14.15', datetime.date(2014, 3, 8))",0.0,0.0,0.0,0.0,0.0,106.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,"('AS14.15', datetime.date(2014, 3, 9))",0.0,0.0,0.0,0.0,0.0,108.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,"('AS14.15', datetime.date(2014, 3, 10))",0.0,0.0,0.0,0.0,0.0,119.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,"('AS14.15', datetime.date(2014, 3, 11))",0.0,0.0,0.0,0.0,0.0,120.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,"('AS14.15', datetime.date(2014, 3, 12))",0.0,0.0,0.0,0.0,0.0,135.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,"('AS14.15', datetime.date(2014, 3, 13))",0.0,0.0,0.0,0.0,0.0,138.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,"('AS14.15', datetime.date(2014, 2, 23))",0.0,0.0,0.0,0.0,0.0,36.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,"('AS14.16', datetime.date(2014, 3, 13))",16.0,-1.0,3.0,0.0,206.30899977684,63.0,14.0,49.139,184.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,"('AS14.16', datetime.date(2014, 3, 14))",53.0,-3.0,,0.0,252.3499996662138,64.0,17.0,59.103,191.282,0.0,0.0,0.0,0.0,29.064,0.0,0.0,0.0,0.0,0.0
841,"('AS14.16', datetime.date(2014, 3, 15))",85.0,-1.0,,0.0,738.3209998607631,64.0,19.0,191.21700000000004,324.582,65.813,40.192,0.0,0.0,39.089,103.398,0.0,0.0,0.0,0.0
842,"('AS14.16', datetime.date(2014, 3, 16))",118.0,-5.0,,0.0,1103.012999773025,64.0,22.0,376.775,445.02699999999993,65.813,59.274,0.0,0.0,77.241,103.398,0.0,0.0,0.0,0.0
843,"('AS14.16', datetime.date(2014, 3, 17))",154.0,-8.0,,0.242857142857143,1775.9699990749352,64.0,22.0,420.0419999999999,842.3949999999999,65.813,59.274,0.0,0.0,92.314,319.701,0.0,0.0,0.0,0.0
844,"('AS14.16', datetime.date(2014, 3, 18))",187.0,-6.0,,1.105447701679542,2603.62700009346,68.0,23.0,614.2529999999996,1344.208,162.364,81.374,0.0,0.0,103.368,319.701,0.0,0.0,0.0,0.0
845,"('AS14.16', datetime.date(2014, 3, 19))",219.0,-6.0,,1.1842355804674207,2629.984000205993,68.0,23.0,646.6019999999995,1344.208,179.696,81.374,0.0,0.0,125.54399999999998,319.701,0.0,0.0,0.0,0.0
846,"('AS14.16', datetime.date(2014, 3, 20))",236.0,-4.0,,1.7102942988990202,3042.8069999217987,70.0,27.0,970.3189999999996,1441.9350000000002,195.044,81.374,0.0,0.0,135.57299999999998,389.603,0.0,0.0,0.0,0.0
847,"('AS14.16', datetime.date(2014, 3, 21))",270.0,1.0,,2.7398204345726973,3327.837999820709,72.0,27.0,1074.0089999999998,1566.244,200.085,81.374,0.0,0.0,135.57299999999998,514.803,0.0,0.0,0.0,0.0
848,"('AS14.16', datetime.date(2014, 3, 22))",296.0,3.0,,3.541065385437832,4483.628999710082,75.0,29.0,1161.4329999999998,1755.765,293.527,81.374,0.0,0.0,145.64999999999998,530.215,0.0,0.0,0.0,0.0
849,"('AS14.16', datetime.date(2014, 3, 23))",331.0,3.0,,4.020232052104498,5209.983000040053,81.0,32.0,1334.9789999999998,1960.26,474.784,94.421,0.0,0.0,168.77399999999997,721.5290000000001,0.0,0.0,0.0,0.0
850,"('AS14.16', datetime.date(2014, 3, 24))",363.0,3.0,,4.449483560400124,5669.002000331878,81.0,32.0,1482.8289999999995,2183.052,474.784,100.453,0.0,0.0,179.19099999999997,803.2060000000001,0.0,0.0,0.0,0.0
851,"('AS14.16', datetime.date(2014, 3, 25))",393.0,6.0,,5.582644566570926,6682.441000223159,81.0,33.0,1743.5369999999998,2548.5929999999994,525.415,100.453,0.0,0.0,200.252,964.216,0.0,0.0,0.0,0.0
852,"('AS14.16', datetime.date(2014, 3, 26))",421.0,7.0,,6.307644566570926,7367.858000278471,81.0,34.0,1818.657,2833.192,585.5999999999999,143.113,0.0,0.0,200.252,1185.642,0.0,0.0,0.0,0.0
853,"('AS14.16', datetime.date(2014, 3, 27))",445.0,7.0,,8.078240772532986,10802.364000320438,82.0,49.0,1888.348,2833.192,3928.246,165.25,0.0,0.0,200.252,1185.642,0.0,0.0,0.0,0.0
854,"('AS14.16', datetime.date(2014, 3, 28))",471.0,4.0,,8.777992638729268,11321.498000144962,82.0,49.0,2007.999,3231.233,3928.246,165.25,0.0,0.0,200.252,1185.642,0.0,0.0,0.0,0.0
855,"('AS14.16', datetime.date(2014, 3, 29))",489.0,3.0,,11.050530979832162,11731.61800003052,84.0,51.0,2141.2740000000003,3386.3190000000004,3928.246,184.369,0.0,0.0,208.309,1279.6040000000005,0.0,0.0,0.0,0.0
856,"('AS14.16', datetime.date(2014, 3, 30))",516.0,5.0,,11.630598900417324,12594.19400072098,88.0,51.0,2317.438000000001,3486.7480000000005,5408.339,184.369,0.0,0.0,225.41,1279.6040000000005,0.0,0.0,0.0,0.0
857,"('AS14.16', datetime.date(2014, 3, 31))",540.0,4.0,,12.573781056109503,12667.991000652317,91.0,58.0,2329.787000000001,3539.819,5408.339,184.369,0.0,0.0,233.563,1279.6040000000005,0.0,0.0,0.0,0.0
858,"('AS14.16', datetime.date(2014, 4, 1))",569.0,2.0,,14.767857095013127,14141.545000553138,91.0,59.0,2427.985000000002,3734.709,5408.339,184.369,0.0,0.0,233.563,1327.9420000000005,40.949,0.0,0.0,0.0
859,"('AS14.16', datetime.date(2014, 4, 2))",601.0,1.0,,15.224970264599412,22786.07300066949,95.0,59.0,2457.753000000001,3840.4700000000007,5408.339,184.369,0.0,0.0,233.563,1328.6670000000004,40.949,0.0,0.0,0.0
860,"('AS14.16', datetime.date(2014, 4, 3))",626.0,-1.0,,15.336220264599412,22924.89200067521,95.0,59.0,2498.7890000000016,4129.660000000001,5409.353,184.369,0.0,0.0,250.718,1370.0240000000003,40.949,0.0,0.0,0.0
861,"('AS14.16', datetime.date(2014, 4, 4))",657.0,-2.0,,17.497279316293962,27864.33200097085,99.0,63.0,3177.266,5809.695000000001,7625.572,204.435,0.0,0.0,277.804,1671.9020000000005,50.837,0.0,0.0,0.0
862,"('AS14.16', datetime.date(2014, 4, 5))",692.0,-2.0,,18.459660268674916,28066.697000980388,100.0,63.0,3276.2760000000003,6049.361,7767.597,204.435,0.0,0.0,292.876,1692.0040000000004,50.837,0.0,0.0,0.0
863,"('AS14.16', datetime.date(2014, 4, 6))",719.0,,,20.458435249574137,29672.54100060464,100.0,63.0,3699.489000000001,6554.6680000000015,7912.313,204.435,0.0,0.0,300.938,1815.8720000000003,50.837,0.0,19.138,5.22
864,"('AS14.16', datetime.date(2014, 4, 7))",754.0,,,21.409021126848263,31886.548000812538,100.0,64.0,3921.489000000001,6962.683,7963.611,249.714,0.0,0.0,300.938,1935.849,50.837,0.0,19.138,5.22
865,"('AS14.16', datetime.date(2014, 4, 8))",786.0,,,22.007473139232165,31893.823000907905,108.0,65.0,3930.730000000001,6962.683,7963.611,249.714,0.0,0.0,300.938,1935.849,50.837,0.0,19.138,5.22
866,"('AS14.16', datetime.date(2014, 4, 9))",822.0,,,25.12950919141528,35085.445000886924,109.0,65.0,3998.0120000000006,6971.78,7963.611,260.767,0.0,0.0,300.938,1935.849,50.837,0.0,19.138,5.22
867,"('AS14.16', datetime.date(2014, 4, 10))",855.0,,,26.552784212403186,36175.16100120545,112.0,66.0,4154.935,7302.947,8076.663,348.465,162.983,0.0,316.07,2158.204,50.837,0.0,19.138,5.22
868,"('AS14.16', datetime.date(2014, 4, 11))",890.0,,,26.75065242945745,36534.04400086404,112.0,66.0,4254.875000000002,7724.275,8076.663,348.465,162.983,0.0,321.084,2267.896,50.837,0.0,19.138,5.22
869,"('AS14.16', datetime.date(2014, 4, 12))",918.0,,,26.75065242945745,36553.47500085832,116.0,66.0,4274.295000000002,7724.275,8076.663,348.465,162.983,0.0,321.084,2267.896,50.837,0.0,19.138,5.22
870,"('AS14.16', datetime.date(2014, 4, 13))",950.0,,,27.11428879309381,36665.796000957496,117.0,68.0,4331.1820000000025,7727.285,8076.663,348.465,162.983,0.0,327.136,2314.219,50.837,0.0,19.138,5.22
871,"('AS14.16', datetime.date(2014, 4, 14))",985.0,,,27.31914990420492,36868.23300123216,121.0,68.0,4503.143000000004,7809.254,8076.663,348.465,162.983,0.0,327.136,2319.927,50.837,0.0,19.138,5.22
872,"('AS14.16', datetime.date(2014, 4, 15))",1018.0,,,27.81914990420492,36872.3670012951,122.0,70.0,4625.029000000003,7862.402,8076.663,348.465,162.983,0.0,327.136,2355.0930000000003,50.837,0.0,19.138,5.22
873,"('AS14.16', datetime.date(2014, 4, 16))",1047.0,,,29.47486964650561,37577.79400205613,124.0,74.0,4909.698000000005,8180.098,8076.663,348.465,162.983,0.0,339.266,2445.615,50.837,0.0,19.138,5.22
874,"('AS14.16', datetime.date(2014, 4, 17))",1082.0,,,30.64642790146904,38023.50300192834,127.0,74.0,5071.094000000004,8334.429000000002,8076.663,450.875,162.983,0.0,352.46500000000003,2459.7540000000004,50.837,0.0,19.138,5.22
875,"('AS14.16', datetime.date(2014, 4, 18))",1116.0,,,30.782718518482543,40152.71300101281,127.0,78.0,5316.328000000005,8911.677,9194.805,450.875,162.983,0.0,352.46500000000003,2647.2230000000004,50.837,0.0,19.138,5.22
876,"('AS14.16', datetime.date(2014, 4, 19))",1152.0,,,31.518950402540515,40152.71300101281,129.0,79.0,5316.328000000005,8911.677,9194.805,450.875,162.983,0.0,352.46500000000003,2647.2230000000004,50.837,0.0,19.138,5.22
877,"('AS14.16', datetime.date(2014, 4, 20))",1173.0,,,31.518950402540515,40152.71300101281,129.0,80.0,5316.328000000005,8911.677,9194.805,450.875,162.983,0.0,352.46500000000003,2647.2230000000004,50.837,0.0,19.138,5.22
878,"('AS14.16', datetime.date(2014, 4, 21))",1202.0,,,31.63851561993182,40891.97000074387,129.0,80.0,5680.021000000003,9392.963,9257.33,450.875,162.983,0.0,366.5580000000001,2680.5430000000006,50.837,0.0,19.138,5.22
879,"('AS14.16', datetime.date(2014, 4, 22))",1235.0,,,31.913235334101877,41800.76099967957,129.0,81.0,5848.081000000003,10134.161,9461.758,450.875,162.983,0.0,366.5580000000001,2781.2530000000006,50.837,0.0,19.138,5.22
880,"('AS14.16', datetime.date(2014, 4, 23))",1264.0,,,32.48733443320098,43099.50599956513,133.0,82.0,6164.221000000002,10961.749999999998,9461.758,590.805,162.983,0.0,375.5930000000001,2799.2770000000005,50.837,0.0,19.138,9.23
881,"('AS14.16', datetime.date(2014, 4, 24))",1291.0,,,32.610913978655525,44289.21599960328,136.0,83.0,6235.126000000003,11216.160999999996,9806.816,590.805,162.983,0.0,375.5930000000001,2799.2770000000005,50.837,0.0,19.138,9.23
882,"('AS14.16', datetime.date(2014, 4, 25))",1327.0,,,32.95182306956462,44622.9109992981,143.0,95.0,6418.082000000005,11235.243999999995,9806.816,590.805,162.983,0.0,375.5930000000001,2821.7280000000005,50.837,0.0,19.138,9.23
883,"('AS14.16', datetime.date(2014, 4, 26))",1354.0,,,34.37146592670747,44678.45399928094,143.0,98.0,6418.996000000005,11284.809999999998,9806.816,590.805,162.983,0.0,380.63900000000007,2821.7280000000005,50.837,0.0,19.138,9.23
884,"('AS14.16', datetime.date(2014, 4, 27))",1390.0,,,35.22383493451126,44947.12399888039,145.0,98.0,6499.745000000005,11472.501,9806.816,590.805,162.983,0.0,380.63900000000007,2821.7280000000005,50.837,0.0,19.138,9.23
885,"('AS14.16', datetime.date(2014, 4, 28))",1398.0,,,35.60002541070174,45156.50899910928,153.0,99.0,6524.890000000005,11488.16,9806.816,590.805,162.983,0.0,380.63900000000007,2989.842000000001,50.837,0.0,19.138,9.23
886,"('AS14.16', datetime.date(2014, 4, 29))",1426.0,,,35.9592904210537,46442.01799941064,160.0,103.0,6991.840000000008,12209.141,10227.317,723.472,162.983,0.0,387.66100000000006,3054.0590000000007,50.837,0.0,19.138,9.23
887,"('AS14.16', datetime.date(2014, 4, 30))",1461.0,,,36.27662214345008,47178.771999835975,163.0,103.0,7017.617000000008,12641.100000000004,10273.173,723.472,162.983,0.0,392.6840000000001,3054.0590000000007,50.837,0.0,19.138,9.23
888,"('AS14.16', datetime.date(2014, 5, 1))",1496.0,,,36.90334172016966,47304.34699988366,170.0,105.0,7123.919000000008,12660.205000000004,10273.173,723.472,162.983,0.0,392.6840000000001,3054.0590000000007,50.837,0.0,19.138,9.23
889,"('AS14.16', datetime.date(2014, 5, 2))",1504.0,,,37.80942310009005,48233.80900073052,172.0,105.0,7287.373000000008,13067.427000000003,10367.547,723.472,162.983,0.0,392.6840000000001,3193.2040000000006,175.372,0.0,19.138,9.23
890,"('AS14.16', datetime.date(2014, 5, 4))",1518.0,,,38.49922288363984,51434.970000505455,173.0,105.0,8460.466000000006,13952.42100000001,11434.291,752.5989999999999,162.983,0.0,407.75700000000006,3900.317000000001,175.372,11.114,32.186,9.23
891,"('AS14.16', datetime.date(2014, 5, 5))",1540.0,,,38.55094702157087,52385.88600015641,173.0,105.0,8506.637000000006,13952.42100000001,12338.904,752.5989999999999,162.983,0.0,407.75700000000006,3900.317000000001,175.372,11.114,32.186,9.23
892,"('AS14.16', datetime.date(2014, 5, 3))",1504.0,,,38.017425745592696,50742.88300037385,173.0,105.0,7746.215000000008,13697.378000000008,11434.291,723.472,162.983,0.0,392.6840000000001,3723.7580000000007,175.372,0.0,19.138,9.23
893,"('AS14.16', datetime.date(2014, 2, 17))",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,"('AS14.16', datetime.date(2014, 2, 20))",0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,"('AS14.16', datetime.date(2014, 2, 21))",0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,"('AS14.16', datetime.date(2014, 2, 22))",0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,"('AS14.16', datetime.date(2014, 2, 24))",0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,"('AS14.16', datetime.date(2014, 2, 25))",0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,"('AS14.16', datetime.date(2014, 2, 26))",0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,"('AS14.16', datetime.date(2014, 2, 27))",0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,"('AS14.16', datetime.date(2014, 2, 28))",0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,"('AS14.16', datetime.date(2014, 3, 1))",0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,"('AS14.16', datetime.date(2014, 3, 2))",0.0,0.0,0.0,0.0,0.0,31.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,"('AS14.16', datetime.date(2014, 3, 3))",0.0,0.0,0.0,0.0,0.0,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,"('AS14.16', datetime.date(2014, 3, 4))",0.0,0.0,0.0,0.0,0.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,"('AS14.16', datetime.date(2014, 3, 6))",0.0,0.0,0.0,0.0,0.0,41.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,"('AS14.16', datetime.date(2014, 3, 7))",0.0,0.0,0.0,0.0,0.0,43.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,"('AS14.16', datetime.date(2014, 3, 9))",0.0,0.0,0.0,0.0,0.0,46.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
