date,id,batch,mood,mood_count,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
30/04/2014,AS14.13,0,7.833333333,6,-1.166666667,1,0.293671412,7364.614001,0,0,95.101,6282.335,0,0,0,118.425,327.387,671.949,242.522,0,0,0
01/05/2014,AS14.13,0,8.333333333,3,-1,2,0.146777631,6441.421999,0,0,159.039,5084.178,0,0,0,98.043,550.983,419.401,268.906,142.69,0,0
02/05/2014,AS14.13,0,8,5,-1.4,0.8,0.223843229,8166.500999,0,0,1039.403,6354.046,0,0,0,67.646,122.569,503.145,243.956,0,0,0
03/05/2014,AS14.13,0,7.25,4,-0.75,1,0,69.40700006,0,0,35.452,1.095,0,0,0,0,0,69.036,0,0,0,0
04/05/2014,AS14.13,0,8,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/03/2014,AS14.14,0,6.4,5,-0.6,0.4,0.173385566,10506.899,9,0,2765.003,2927.506,214.909,413.512,0,0,3858.509,1411.919,63.638,0,0,0
22/03/2014,AS14.14,0,5.8,5,-0.6,0,0.096000467,12238.167,0,0,5753.344,4851.759,604.668,281.008,0,0,1110.389,1862.081,0,0,12.133,0
23/03/2014,AS14.14,0,6,5,-0.6,0.2,0.066436653,8890.100002,0,0,3726.290928,3209.224,315.577,159.624,0,0,304.809,1348.606,0,0,0,0
24/03/2014,AS14.14,0,6.5,4,-1,0.25,0.08183478,12546.419,0,0,3389.118,6946.742,465.086,868.449,0,0,439.074,950.617,210.029,0,0,0
25/03/2014,AS14.14,0,5.75,4,-0.25,0,0.086944096,13155.096,1,1,2786.022928,5569.083,0,377.516,0,0,1517.705,1172.694,1469.523,0,0,0
26/03/2014,AS14.14,0,7,5,-0.2,1,0.136183362,10784.665,1,1,3035.878,4654.136,517.605,6.048,0,0,1899.149,1055.613,104.189,0,0,0
27/03/2014,AS14.14,0,6.6,5,-1,0.8,0.080246866,12552.15,1,0,1914.585,9562.313,245.311,155.584,0,0,98.693,1623.884,1.008,0,0,0
28/03/2014,AS14.14,0,6.2,5,-0.4,0.6,0.069683999,11750.761,1,0,5179.131928,7143.947,161.928,223.365,0,0,309.146,1189.358,0,13.838,0,0
29/03/2014,AS14.14,0,8,4,-0.25,1.25,0.165642871,4674.609998,1,1,3150.464,1853.369,11.45,155.061,0,0,33.428,821.441,0,0,0,0
30/03/2014,AS14.14,0,6.5,2,-1,1,0.009551822,2666.268001,1,0,2121.664856,520.243,0,0,0,0,24.286,0,0,0,0,0
31/03/2014,AS14.14,0,6.75,4,-0.25,0.75,0.046555176,3093.013,4,2,2192.227928,1041.851,0,0,0,0,39.337,0,0,0,0,0
01/04/2014,AS14.14,0,6.2,5,0,0.4,0.052005567,430.8839998,0,0,262.253,95.12,0,0,0,0,40.202,32.446,0,0,0,0
02/04/2014,AS14.14,0,7,2,-1,1,0.063487503,779.8729992,0,0,514.4279282,160.763,0,0,0,0,14.067,71.732,0,0,0,0
03/04/2014,AS14.14,0,7.333333333,6,-0.5,1,0.069387094,2372.658999,0,0,1613.333,373.998,0,8.059,0,0,67.906,46.582,0,0,0,0
04/04/2014,AS14.14,0,7.5,2,-1,1,0.003819444,307.5409997,0,0,239.324,36.288,0,0,0,0,31.473,0,0,0,0,0
05/04/2014,AS14.14,0,7.4,5,-1.6,0.6,0.016678437,1485.899,0,0,1584.166,755.504,0,0,0,3.011,66.697,79.28,0,0,0,0
06/04/2014,AS14.14,0,7.4,5,-1,1,0.029015236,1263.387,1,0,1628.343,797.776892,0,0,0,0,44.724,109.675,0,0,0,0
07/04/2014,AS14.14,0,7,5,-0.2,1,0.008827357,550.3640001,0,1,224.365,106.627,0,0,0,0,84.597,133.944,0,0,0,0
08/04/2014,AS14.14,0,6.8,5,-0.2,0.8,0.039592087,452.8569994,1,0,343.5107846,67.482,0,0,0,0,47.408,0,0,0,0,0
09/04/2014,AS14.14,0,8,3,0.333333333,1,0.117086835,1098.342,0,0,879.335,166.576,0,0,0,0,30.412,13.054,0,0,0,0
10/04/2014,AS14.14,0,6.666666667,3,-0.333333333,1,0.052010804,846.4809995,0,0,881.543,18.882,0,0,0,0,23.165,29.299,0,0,0,0
11/04/2014,AS14.14,0,7.75,4,1,1,0.026137955,552.9420002,2,0,411.6779282,19.197,0,0,0,0,61.623,66.422,0,0,0,0
12/04/2014,AS14.14,0,7.5,2,0,1,0.063681822,115.9870002,0,0,93.682,0,0,0,0,0,22.239,0,0,0,0,0
13/04/2014,AS14.14,0,6,0,0,0,0,29.72299981,0,0,29.695,0,0,0,0,0,0,0,0,0,0,0
14/04/2014,AS14.14,0,7.5,2,0,1,0.006666667,327.7780001,0,0,168.59,40.208,0,0,0,0,2939.115,0,0,0,0,0
15/04/2014,AS14.14,0,6,3,-1,0.333333333,0.001807996,321.8019998,0,0,237.8659282,52.448,0,0,0,0,28.393,15.486,0,0,0,0
16/04/2014,AS14.14,0,6,4,0.5,0.25,0.058520075,742.9860001,0,0,676.8009282,13.135,0,0,0,0,55.264,0,0,0,0,0
17/04/2014,AS14.14,0,6.2,5,0,0.4,0.053160014,801.4089997,0,1,551.2487846,50.411,0,0,0,77.543,85.616,18.177,0,0,0,0
18/04/2014,AS14.14,0,6.5,2,-1,0,0.020833333,106.7050002,0,0,102.985,39.213,0,0,0,0,28.42,0,0,0,0,0
19/04/2014,AS14.14,0,6.75,4,0.25,1,0.001739029,258.9860003,0,1,131.963,78.107,0,0,0,0,48.378,0,0,0,0,0
20/04/2014,AS14.14,0,7.5,2,-1,0.5,0.007997782,863.2370005,0,1,430.852,211.953,0,0,169.699,0,50.403,0,0,0,0,0
21/04/2014,AS14.14,0,7,4,0.25,1,0.042127838,596.8669996,1,0,225.2419282,322.493,0,0,0,0,33.201,18.149,0,0,0,0
22/04/2014,AS14.14,0,7,5,-0.4,0.6,0.007632546,727.921,1,1,350.8049282,142.346,0,0,0,0,42.314,198.966,0,0,0,0
23/04/2014,AS14.14,0,7,3,-1,0.333333333,0.0446663,657.5240002,0,0,517.355,50.783,0,0,0,0,46.382,14.192,47.435,0,0,0
24/04/2014,AS14.14,0,7.333333333,3,0.333333333,1,0.064705882,620.2130001,0,0,383.367,75.65,0,0,0,32.423,33.272,0,94.266,0,0,0
25/04/2014,AS14.14,0,8,5,0.8,1.4,0.005905696,805.6799996,0,0,221.6479282,511.516,0,0,0,0,73.436,0,0,0,0,0
26/04/2014,AS14.14,0,8,1,-1,1,0.133497537,184.4590003,0,1,149.3639282,29.208,0,0,0,0,15.087,0,0,0,0,0
27/04/2014,AS14.14,0,7.666666667,3,0,1,0.003125,439.141,0,0,233.617,162.703,0,0,0,0,42.509,0,0,0,0,0
28/04/2014,AS14.14,0,6,0,0,0,0,56.59800029,1,0,56.046,0,0,0,0,0,0,0,0,0,0,0
29/04/2014,AS14.14,0,6,0,0,0,0.003703704,170.5109999,0,0,200.214,27.243,0,0,0,0,9.134,0,0,0,0,0
03/05/2014,AS14.14,1,6.8,5,0.2,1,0.003819444,694.1940002,0,0,489.037,117.48,0,0,0,0,66.292,21.135,0,0,0,0
04/05/2014,AS14.14,1,6.8,5,0,0.8,0.000694444,354.1380005,0,0,209.419,59.026,0,0,0,0,54.526,31.135,0,0,0,0
05/05/2014,AS14.14,1,7,3,-1,1,0.006493506,199.8310003,0,0,67.85492821,121.704,0,0,0,0,15.126,0,0,0,0,0
14/03/2014,AS14.15,0,6.5,4,-0.25,0.5,0,243.0460002,5,1,269.401,35.161,0,0,0,0,172.527,0,0,0,0,0
15/03/2014,AS14.15,0,6.75,4,0.75,0.5,0,165.0170002,8,0,40.433,124.345,0,0,0,0,0,0,0,0,0,0
16/03/2014,AS14.15,0,6.166666667,6,-0.666666667,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17/03/2014,AS14.15,0,6.4,5,0,0,0,0.694999933,8,0,6.644,0,0,0,0,0,0,0,0,0,0,0
18/03/2014,AS14.15,0,7.2,5,0.4,1.2,0.118737145,3214.629,7,0,1349.055,1780.747,5.019,0,0,45.186,54.256,0,94.552,0,17.082,0
19/03/2014,AS14.15,0,7.4,5,0.2,1.2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
20/03/2014,AS14.15,0,7,5,0.6,1,0.029761905,1306.617,5,7,459.294,847.247,0,0,0,0,0,0,0,0,0,0
21/03/2014,AS14.15,0,7,5,0.2,0.8,0.069223986,820.1199999,5,0,960.108,195.22,0,0,0,3.01,14.117,0,0,0,0,0
22/03/2014,AS14.15,0,7,5,-0.4,1,0.071059193,358.5930004,0,0,255.808,80.51,0,0,0,0,22.17,0,0,0,0,0
23/03/2014,AS14.15,0,7,5,0.2,1,0.144927536,562.4420002,0,0,29.591,522.718,0,0,0,0,10.102,0,0,0,0,0
24/03/2014,AS14.15,0,7,5,1,0.8,0,326.5949998,0,0,258.777,38.207,0,0,0,21.464,8.046,0,0,0,0,0
25/03/2014,AS14.15,0,7,5,0.8,1,0.004310345,1444.801,1,0,554.523,890.138,0,0,0,0,0,0,0,0,0,0
26/03/2014,AS14.15,0,7.2,5,1.4,0.8,0.226851852,4948.672999,7,3,838.873,3850.691,0,0,0,0,396.176,0,62.299,0,0,0
27/03/2014,AS14.15,0,7,5,1,1,0,0.462000132,12,0,49.808,0,0,0,0,0,0,0,0,0,0,0
28/03/2014,AS14.15,0,7.2,5,1.2,1,0.042063492,1583.145,8,0,596.674,1039.388,0,0,0,0,7.021,0,0,0,48.229,0
29/03/2014,AS14.15,0,7,5,-1.2,0.8,0.325952381,194.7019997,10,0,122.675,3.016,0,0,0,9.039,10.032,49.613,0,0,0,0
30/03/2014,AS14.15,0,7.4,5,-0.8,1,0.252876984,1070.585001,5,0,589.299,325.968,0,0,0,0,0,155.979,0,0,0,0
31/03/2014,AS14.15,0,7.2,5,0.2,1,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2014,AS14.15,0,7.2,5,0.6,1,0.271825397,769.855,1,4,288.358,734.821,0,0,0,0,0,0,0,0,0,0
02/04/2014,AS14.15,0,7.2,5,0.8,1,0.189484127,1661.307,7,1,312.297,1317.541,0,0,0,9.064,8.031,14.121,0,0,0,0
03/04/2014,AS14.15,0,7.2,5,0.6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2014,AS14.15,0,7.2,5,0.6,1,0.163380243,740.1330001,2,0,513.205,339.687,0,0,0,0,0,236.197,0,0,0,0
05/04/2014,AS14.15,0,7.8,5,1,1,0.138157895,25.41400027,4,0,25.402,0,0,0,0,0,0,0,0,0,0,0
06/04/2014,AS14.15,0,6.2,5,-0.2,0,0.006578947,423.7460001,5,1,225.358,198.23,0,0,0,0,0,0,0,0,0,0
07/04/2014,AS14.15,0,6.8,5,0.4,0.4,0.106758373,517.51,4,1,48.502,450.682,0,0,0,0,18.198,0,0,0,0,0
08/04/2014,AS14.15,0,6.8,5,0.2,0.6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
09/04/2014,AS14.15,0,7,5,0,1,0.00877193,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
10/04/2014,AS14.15,0,7.2,5,0.4,1,0.007894737,648.2670002,1,0,222.572,486.128,0,0,0,0,0,0,0,0,0,0
11/04/2014,AS14.15,0,7,5,0.4,0.8,0.035714286,794.9789999,1,0,314.46,41.451,0,0,0,0,11.077,427.776,0,0,0,0
12/04/2014,AS14.15,0,7.4,5,1,1,0.097098214,2164.693,5,1,582.455,1167.57,414.577,0,0,0,0,0,0,0,0,0
13/04/2014,AS14.15,0,7,4,2,1,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0
14/04/2014,AS14.15,0,7,5,1,1,0.084876543,2896.202,1,0,561.055,1987.184,0,0,0,158.011,6.016,109.231,194.88,0,0,0
15/04/2014,AS14.15,0,7,5,-0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16/04/2014,AS14.15,0,7,5,0.2,1,0.123900463,2811.401999,0,0,1388.655,1761.246,0,0,0,0,37.276,0,0,23.129,0,0
17/04/2014,AS14.15,0,6.4,5,0,0,0.091145833,2339.654,2,0,1147.198,1445.728,0,0,0,10.038,113.65,63.36,0,0,0,0
18/04/2014,AS14.15,0,6,5,-0.4,0,0.26051374,1424.849,0,0,256.5,363.985,364.104,0,0,326.21,10.049,0,103.633,0,0,0
19/04/2014,AS14.15,0,7,5,-0.2,0.8,0.03125,452.4720001,0,0,328.314,15.068,0,0,0,0,764.67,0,0,0,0,0
20/04/2014,AS14.15,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/04/2014,AS14.15,0,7.2,5,-0.2,1,0.03125,2578.154,0,0,269.713,1784.137,0,0,0,162.382,1573.925,170.724,0,0,0,0
22/04/2014,AS14.15,0,7,5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
23/04/2014,AS14.15,0,7,5,1,1,0.28125,468.8389997,2,0,167.341,231.991,0,0,0,28.243,41.228,0,0,0,0,0
24/04/2014,AS14.15,0,7,5,1.8,1,0.0625,1259.318,0,12,465.399,486.578,39.181,0,0,0,255.91,12.082,0,0,0,0
25/04/2014,AS14.15,0,7,5,1,1,0,72.01900005,7,4,115.093,17.099,0,0,0,0,0,0,0,0,0,0
26/04/2014,AS14.15,0,6.2,5,-0.2,0,0.013888889,338.8070004,3,0,206.097,236.738,0,0,0,0,84.554,0,0,0,0,0
27/04/2014,AS14.15,0,7,5,0.75,0.6,0.149305556,2502.144,3,0,308.495,3035.294,0,0,0,0,9.069,0,0,0,0,0
28/04/2014,AS14.15,0,7,5,1,0.4,0.07,1930.908,0,0,464.386,3209.685,0,96.649,0,0,28.163,0,0,0,0,0
29/04/2014,AS14.15,0,7,5,1,0.333333333,0.04,55.15400004,1,0,14.92,543.619,0,0,0,0,0,0,0,0,0,0
30/04/2014,AS14.15,0,6,5,1.4,-0.4,0.136363636,193.6010001,1,0,121.243,0,0,0,0,0,206.083,0,0,0,0,0
01/05/2014,AS14.15,0,6.6,5,-0.2,0,0,59.66700006,0,0,59.655,0,0,0,0,0,0,0,0,0,0,0
02/05/2014,AS14.15,0,7,5,0.2,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2014,AS14.15,0,6.8,5,0.2,0.2,0.071428571,585.0270002,3,1,243.495,312.229,0,0,0,0,15.069,14.115,0,0,0,0
04/05/2014,AS14.15,0,7,5,-0.2,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
05/05/2014,AS14.15,0,7,4,1,0.75,0,172.1119998,12,0,174.084,0,0,0,0,0,0,0,0,0,0,0
06/05/2014,AS14.15,0,6,0,0,0,0.3436853,1658.536,1,2,636.768,1154.761,672.08,0,0,0,0,55.366,23.103,0,0,0
07/05/2014,AS14.15,0,7,5,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/05/2014,AS14.15,0,7,2,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2014,AS14.16,0,8,2,-0.5,1.5,0,206.3089998,5,0,49.139,184.405,0,0,0,0,0,0,0,0,0,0
14/03/2014,AS14.16,0,7.4,5,-0.4,0.75,0,46.04099989,1,3,9.964,6.877,0,0,0,0,29.064,0,0,0,0,0
15/03/2014,AS14.16,0,6.4,5,0.4,0.8,0,485.9710002,0,2,132.114,133.3,65.813,40.192,0,0,10.025,103.398,0,0,0,0
16/03/2014,AS14.16,0,6.6,5,-0.8,0.5,0,364.6919999,0,3,185.558,120.445,0,19.082,0,0,38.152,0,0,0,0,0
17/03/2014,AS14.16,0,7.2,5,-0.6,0.6,0.060714286,714.3029995,0,0,47.283,434.677,0,0,0,0,15.073,216.303,0,0,0,0
18/03/2014,AS14.16,0,6.6,5,0.4,0.6,0.05391191,786.3110008,4,1,190.195,464.504,96.551,22.1,0,0,11.054,0,0,0,0,0
19/03/2014,AS14.16,0,6.4,5,0,0.6,0.005627706,26.35700011,0,0,32.349,0,17.332,0,0,0,22.176,0,0,0,0,0
20/03/2014,AS14.16,0,5.666666667,3,0.666666667,0.333333333,0.043838227,412.8229997,2,4,323.717,97.727,15.348,0,0,0,10.029,69.902,0,0,0,0
21/03/2014,AS14.16,0,6.8,5,1,1,0.060560361,285.0309999,2,0,103.69,124.309,5.041,0,0,0,0,125.2,0,0,0,0
22/03/2014,AS14.16,0,6.5,4,0.5,0.75,0.066770413,1155.791,3,2,87.424,189.521,93.442,0,0,0,10.077,15.412,0,0,0,0
23/03/2014,AS14.16,0,7,5,0,1,0.068452381,726.3540003,6,3,173.546,204.495,181.257,13.047,0,0,23.124,191.314,0,0,0,0
24/03/2014,AS14.16,0,6.4,5,0,0.8,0.107312877,459.0190003,0,0,147.85,222.792,0,6.032,0,0,10.417,81.677,0,0,0,0
25/03/2014,AS14.16,0,6,5,0.6,0.6,0.087166231,1013.439,0,1,260.708,365.541,50.631,0,0,0,21.061,161.01,0,0,0,0
26/03/2014,AS14.16,0,5.6,5,0.2,0.25,0.090625,2525.913,0,1,75.12,284.599,60.185,64.797,0,0,0,221.426,0,0,0,0
27/03/2014,AS14.16,0,6,4,0,0.25,0.295099368,1594.01,1,15,69.691,0,3342.646,0,0,0,0,0,0,0,0,0
28/03/2014,AS14.16,0,6.5,4,-0.75,0.75,0.087468983,519.1339998,0,0,119.651,398.041,0,0,0,0,0,0,0,0,0,0
29/03/2014,AS14.16,0,6,3,-0.5,0.5,0.25250426,410.1199999,2,2,133.275,155.086,0,19.119,0,0,8.057,93.962,0,0,0,0
30/03/2014,AS14.16,0,5.4,5,0.4,1,0.052733447,862.5760007,4,0,176.164,100.429,1480.093,0,0,0,17.101,0,0,0,0,0
31/03/2014,AS14.16,0,6,4,-0.25,0.333333333,0.134740308,73.79699993,3,7,12.349,53.071,0,0,0,0,8.153,0,0,0,0,0
01/04/2014,AS14.16,0,5.8,5,-0.4,0.6,0.313439434,1473.554,0,1,98.198,194.89,0,0,0,0,0,48.338,40.949,0,0,0
02/04/2014,AS14.16,0,6.4,5,-0.2,1,0.030474211,288.9718212,4,0,29.768,105.761,0,0,0,0,0,0.725,0,0,0,0
03/04/2014,AS14.16,0,6.25,4,-0.5,0.333333333,0.012361111,138.819,0,0,41.036,289.19,1.014,0,0,0,17.155,41.357,0,0,0,0
04/04/2014,AS14.16,0,6.2,5,-0.2,0.8,0.144070603,2727.843821,4,4,678.477,1680.035,2216.219,20.066,0,0,27.086,301.878,9.888,0,0,0
05/04/2014,AS14.16,0,7,5,0,1,0.087489177,202.365,1,0,99.01,239.666,142.025,0,0,0,15.072,20.102,0,0,0,0
06/04/2014,AS14.16,0,6.75,4,-0.666666667,1,0.199877498,1605.844,0,0,423.213,505.307,144.716,0,0,0,8.062,123.868,0,0,19.138,5.22
07/04/2014,AS14.16,0,7,5,-0.2,1,0.086416898,2214.007,0,1,222,408.015,51.298,45.279,0,0,0,119.977,0,0,0,0
08/04/2014,AS14.16,0,6.4,5,0.5,0.666666667,0.039896801,7.275000095,8,1,9.241,0,0,0,0,0,0,0,0,0,0,0
09/04/2014,AS14.16,0,7.2,5,-0.5,1,0.240156619,206.934821,1,0,67.282,9.097,0,11.053,0,0,0,0,0,0,0,0
10/04/2014,AS14.16,0,6.6,5,0.2,1,0.129388638,1089.716,3,1,156.923,331.167,113.052,87.698,162.983,0,15.132,222.355,0,0,0,0
11/04/2014,AS14.16,0,7,5,1,1,0.039573643,358.8829997,0,0,99.94,421.328,0,0,0,0,5.014,109.692,0,0,0,0
12/04/2014,AS14.16,0,7,4,1.25,1,0,19.43099999,4,0,19.42,0,0,0,0,0,0,0,0,0,0,0
13/04/2014,AS14.16,0,6.4,5,0,0.5,0.045454545,112.3210001,1,2,56.887,3.01,0,0,0,0,6.052,46.323,0,0,0,0
14/04/2014,AS14.16,0,7,5,0.8,1,0.034143519,202.4370003,4,0,171.961,81.969,0,0,0,0,0,5.708,0,0,0,0
15/04/2014,AS14.16,0,6.6,5,0.6,0.5,0.05,4.134000063,1,2,121.886,53.148,0,0,0,0,0,35.166,0,0,0,0
16/04/2014,AS14.16,0,7.25,4,1.25,1,0.137976645,705.4270008,2,4,284.669,317.696,0,0,0,0,12.13,90.522,0,0,0,0
17/04/2014,AS14.16,0,7,5,-0.6,1,0.146444782,445.7089999,3,0,161.396,154.331,0,102.41,0,0,13.199,14.139,0,0,0,0
18/04/2014,AS14.16,0,6.8,5,0,1,0.009735044,2129.209999,0,4,245.234,577.248,1118.142,0,0,0,0,187.469,0,0,0,0
19/04/2014,AS14.16,0,7.2,5,1.6,1,0.184057971,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
20/04/2014,AS14.16,0,7,3,1.333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21/04/2014,AS14.16,0,7.25,4,1,1,0.009197324,739.2569997,0,0,363.693,481.286,62.525,0,0,0,14.093,33.32,0,0,0,0
22/04/2014,AS14.16,0,6.6,5,0.8,0.8,0.054943943,908.7909989,0,1,168.06,741.198,204.428,0,0,0,0,100.71,0,0,0,0
23/04/2014,AS14.16,0,7.25,4,0.75,1,0.082014157,1298.745,4,1,316.14,827.589,0,139.93,0,0,9.035,18.024,0,0,0,4.01
24/04/2014,AS14.16,0,5.4,5,-0.2,-0.2,0.013731061,1189.71,3,1,70.905,254.411,345.058,0,0,0,0,0,0,0,0,0
25/04/2014,AS14.16,0,7.2,5,0.6,1,0.085227273,333.6949997,7,12,182.956,19.083,0,0,0,0,0,22.451,0,0,0,0
26/04/2014,AS14.16,0,6.75,4,0.5,1,0.354910714,55.54299998,0,3,0.914,49.566,0,0,0,0,5.046,0,0,0,0,0
27/04/2014,AS14.16,0,7.2,5,-0.2,1,0.121767001,268.6699996,2,0,80.749,187.691,0,0,0,0,0,0,0,0,0,0
28/04/2014,AS14.16,0,8,1,1,1,0.188095238,209.3850002,8,1,25.145,15.659,0,0,0,0,0,168.114,0,0,0,0
29/04/2014,AS14.16,0,7,4,-0.5,1,0.035926501,1285.509,7,4,466.95,720.981,420.501,132.667,0,0,7.022,64.217,0,0,0,0
30/04/2014,AS14.16,0,7,5,0.4,1,0.039666465,736.7540004,3,0,25.777,431.959,45.856,0,0,0,5.023,0,0,0,0,0
01/05/2014,AS14.16,0,7,5,0,1,0.104453263,125.575,7,2,106.302,19.105,0,0,0,0,0,0,0,0,0,0
02/05/2014,AS14.16,0,8,1,2,1,0.100675709,929.4620008,2,0,163.454,407.222,94.374,0,0,0,0,139.145,124.535,0,0,0
03/05/2014,AS14.16,0,6,0,0,0,0.026000331,2509.074,1,0,458.842,629.951,1066.744,0,0,0,0,530.554,0,0,0,0
04/05/2014,AS14.16,0,7,2,0,1,0.096359428,692.0870001,0,0,714.251,255.043,0,29.127,0,0,15.073,176.559,0,11.114,13.048,0
05/05/2014,AS14.16,0,7.333333333,3,1.5,1,0.012931034,950.9159997,0,0,46.171,0,904.613,0,0,0,0,0,0,0,0,0
21/03/2014,AS14.17,0,7.4,5,0.8,1,0.167974428,5228.513999,0,0,193.3529282,3218.218946,1395.834,0,0,49.206,45.162,1627.926,0,0,0,0
22/03/2014,AS14.17,0,7.4,5,0.4,0.8,0.192769588,5978.720001,0,0,530.8229282,4374.647946,1666.558,0,0,0,143.685,1355.888,64.724,0,17.126,0
23/03/2014,AS14.17,0,7.4,5,0.8,0.8,0.070092702,5473.925999,0,1,1137.096928,2809.858,2145.609,0,0,0,35.186,1554.242,135.242,0,0,0
24/03/2014,AS14.17,0,7,3,0.666666667,0.666666667,0.169408738,5251.442821,4,0,889.64,2423.759,721.972,0,0,0,36.194,1275.068,690.119,0,42.139,0
25/03/2014,AS14.17,0,7.5,4,0.5,1,0.062022669,3498.117,0,0,129.32,1289.057,1791.651,0,0,269.322,27.1,1373.946,0,0,9.866,0
26/03/2014,AS14.17,0,7.2,5,0.2,0.8,0.068537097,7079.621001,2,0,604.579,1706.992,3070.042,0,0,0,112.919,1469.182,0,0,85.451,0
27/03/2014,AS14.17,0,7.2,5,0.4,0.6,0.090633168,5825.132001,0,0,663.981,1771.946946,2036.394,0,0,0,45.212,1500.51,263.167,0,0,0
28/03/2014,AS14.17,0,7.2,5,0.6,1,0.25103683,5186.318822,1,0,376.56,3943.449,791.014,0,0,30.121,204.161,1161.41,329.95,0,0,0
29/03/2014,AS14.17,0,6.8,5,0.6,0.6,0.209288216,5742.628002,8,1,591.76,1405.81,1680.342,21.08,0,0,45.154,2533.09,195.447,0,0,0
30/03/2014,AS14.17,0,8,3,1,1,0.008333333,591.5339997,0,0,112.634,306.951,0,0,0,0,32.299,112.483,59.765,0,0,0
31/03/2014,AS14.17,0,7.25,4,0.5,1,0.097986052,5835.675001,0,0,536.623,1522.141,932.084,0,0,0,581.246,2770.202,1499.005431,0,105.084,0
01/04/2014,AS14.17,0,7.4,5,0.6,1,0.146776392,5640.406001,4,2,1052.414,4033.676,2111.136,0,0,789.73,298.982,1112.984,137.781,0,9.317,0
02/04/2014,AS14.17,0,7.5,4,0.25,0.75,0.090176665,7401.756,1,0,1127.637,786.374,1718.078,0,0,166.794,187.99,1459.598,150.554,0,71.206,0
03/04/2014,AS14.17,0,7.2,5,0.2,1,0.124203431,7496.890001,1,1,1421.826,2381.549,2304.94,0,0,36.243,227.182,1450.005,128.398,0,20.074,0
04/04/2014,AS14.17,0,7,5,-0.6,0.8,0.159836018,4548.271002,1,1,266.793,713.275,1895.053,0,0,67.059,44.382,1153.222,0,0,0,0
05/04/2014,AS14.17,0,7,5,0.2,1,0.189139798,4252.756001,3,3,242.997,1812.734,778.512,0,0,0,43.366,399.056,15.843,0,0,0
06/04/2014,AS14.17,0,7.25,4,0.25,1.25,0.036888059,3759.112,0,1,147.799,670.513,1823.665,0,0,0,101.225,538.17,0,0,0,0
07/04/2014,AS14.17,0,7,3,1,1,0.048999513,2952.691822,0,0,167.162,935.613,1164.872,0,0,0,23.193,1230.794,0,0,0,0
08/04/2014,AS14.17,0,7,5,0.4,1,0.026065395,10594.294,3,1,924.2689282,3043.116,2372.613,0,0,905.018,48.317,1393.574,282.706,206.937,16.049,0
09/04/2014,AS14.17,0,7,4,0.25,1,0.109231432,6714.673,0,0,569.142,1714.014,4358.969,0,0,378.202,91.727,813.354,265.778,0,4.031,0
10/04/2014,AS14.17,0,6.75,4,1,1,0.100773884,8127.949,0,0,570.605,3379.993,2517.966,0,0,51.252,186.318,1933.5,172.989,0,0,0
11/04/2014,AS14.17,0,7.2,5,0.4,1,0.20737365,3660.483,0,0,1072.689,495.892,952.045,0,0,0,39.482,1437.195,141.109,0,57.441,0
12/04/2014,AS14.17,0,7.2,5,0.4,1,0.165953202,4691.583999,0,0,1124.295,1120.927,1688.09,0,0,0,39.148,1097.988,0,0,0,0
13/04/2014,AS14.17,0,7.2,5,-0.2,1,0.075664019,7935.849,0,0,606.384,1391.323,3120.553,0,0,0,55.028,2574.059,206.014,0,20.159,0
14/04/2014,AS14.17,0,7,5,0.8,1,0.085114339,1618.490999,1,0,459.03,379.326,0,0,0,148.85,49.45,319.57,271.426,0,0,0
15/04/2014,AS14.17,0,7,5,0.4,1,0.102236285,8146.621,0,1,1072.73,3498.973946,1837.457,0,0,13.126,852.465,1506.494,82.572,0,0,0
16/04/2014,AS14.17,0,7.2,5,0.8,1,0.111374178,6143.128003,2,1,685.23,3554.094,762.935,0,0,55.257,46.701,1023.391,196.313,0,28.097,0
17/04/2014,AS14.17,0,7,5,0.4,1,0.116150875,4463.336,0,2,366.358,1653.319,1243.039,0,0,0,43.743,1491.976,0,0,4.649,0
